CAMPAÑA;GM;REGION;SUBREGION;LOCALIDAD;CódECR;FECHA DE SIEMBRA;Emergencia;COSECHA;TRAT;VARIEDAD;CAT;RENDIMIENTO;Sig;IM;IT;Alt;Vuelco;P1000
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;10;NEO 47S25 SE;;4951;a;103,1;105,4;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;29;E 4.53 STS SE;;4965;a;103,4;105,7;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;13;NEO 46S25 SE;;4982;a;103,7;106,1;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;4;DM 46R18 STS;;5001;a;104,1;106,5;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;15;STINE 46EA23;;6238;+;129,9;132,8;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;3;DM 47E23 SE;;4867;a;101,3;103,6;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;31;NORD5224SE;;5155;a;107,3;109,8;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;17;STINE 48EC53;;5020;a;104,5;106,9;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;5;DM 49R26;;5356;a;111,5;114;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;21;P48A07SE;;5545;a;115,5;118,1;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;14;STINE 45EB52 STS;;5640;a;117,4;120,1;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;19;4634 E STS NS;;6094;a;126,9;129,8;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;1;CZ 4622E;;3531;;73,5;75,2;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L2;16/12/2024;23/12/2024;10/5/2025;23;BRV4824SE;;4496;a;98,1;109;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;27;48MS01 E;;5080;a;105,8;108,2;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;11;NEO 45S22 RR STS;;4395;a;91,5;93,6;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;9;IS 48.2 E3;;3888;;81;82,8;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;22;BRV4524SE;;5119;a;106,6;109;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;12;NEO 46S22 SE;;4824;a;100,4;102,7;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;28;BIOCERES 4.52;;4070;;84,8;86,7;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;2;CZ 4625 STS;;3862;;80,4;82,2;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;18;NS 4642 STS;;4270;a;88,9;90,9;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;7;DM46R25;;4061;;84,6;86,5;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;32;NORD4624E;;4493;a;93,5;95,7;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;25;46MS01 STS;;4510;a;93,9;96;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;23;BRV4824SE;;4649;a;96,8;99;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;30;BIOCERES 4.82;;4675;a;97,3;99,5;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;26;47MS01 STS;T;4697;a;97,8;100;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;8;IS 46.2 RR1 STS;;4731;a;98,5;100,7;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;20;P46A03SE;;4744;a;98,8;101;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;16;STINE 47EA32;;4789;a;99,7;102;;;
2024/25;IVL;II;4;Monte Buey;25MBY4L1;26/10/2024;2/11/2024;10/5/2025;24;47x24 E STS NK;;4193;;87,3;89,3;;;
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;21;P48A07SE;;4093;a;100,2;98,4;75;;164
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;13;NEO 46S25 SE;;4100;a;100,4;98,6;70;;178,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;23;BRV4824SE;;4116;a;100,7;99;83;;160,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;14;STINE 45EB52 STS;;4139;a;101,3;99,6;80;;191,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;26;47MS01 STS;T;4158;a;101,8;100;77;;176,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;22;BRV4524SE;;4165;a;101,9;100,2;71;;167
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;33;NORD4824SE;;4234;a;103,6;101,8;80;;175,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;28;BIOCERES 4.52;;4299;a;105,2;103,4;80;;170,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;5;DM 49R26;;4322;a;105,8;103,9;81;;159,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;3;DM 47E23 SE;;4322;a;105,8;103,9;77;;162,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;9;IS 48.2 E3;;4379;a;107,2;105,3;73;;150,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;32;NORD4624E;;4442;a;108,7;106,8;80;;173
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;15;STINE 46EA23;;4088;a;100,1;98,3;75;;188,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;24;47x24 E STS NK;;4389;a;107,4;105,6;75;;153
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;4;DM 46R18 STS;;3914;;95,8;94,1;71;;176,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;19;4634 E STS NS;;4275;a;104,7;102,8;78;;160,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;17;STINE 48EC53;;3576;;87,5;86;67;;175
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;11;NEO 45S22 RR STS;;4448;+;108,9;107;83;;168,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;25;46MS01 STS;;3850;;94,2;92,6;72;;167
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;10;NEO 47S25 SE;;3854;;94,3;92,7;70;;167,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;20;P46A03SE;;3883;;95,1;93,4;74;;151,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;8;IS 46.2 RR1 STS;;3818;;93,5;91,8;73;;181,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;7;DM46R25;;3907;;95,6;94;70;;165,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;18;NS 4642 STS;;4061;a;99,4;97,7;71;;168,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;29;E 4.53 STS SE;;3949;;96,7;95;76;;183,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;27;48MS01 E;;3955;;96,8;95,1;73;;176,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;12;NEO 46S22 SE;;3956;;96,8;95,1;72;;154
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;1;CZ 4622E;;3974;;97,3;95,6;82;;157,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;30;BIOCERES 4.82;;4006;;98,1;96,4;77;;166
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;16;STINE 47EA32;;4009;;98,1;96,4;74;;179,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;2;CZ 4625 STS;;4009;;98,1;96,4;79;;167
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;6;DM46E25 SE;;3902;;95,5;93,8;76;;148,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;16;STINE 47EA32;;5104;;103,1;100,8;73;;184,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;9;IS 48.2 E3;;5048;;101,9;99,7;78;;163,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;6;DM46E25 SE;;5048;;102;99,7;83;;165,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;5;DM 49R26;;5050;;102;99,7;85;;167,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;19;4634 E STS NS;;5055;;102,1;99,9;82;;168,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;7;DM46R25;;5058;;102,1;99,9;80;;177,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;26;47MS01 STS;T;5063;;102,2;100;85;;188
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;24;47x24 E STS NK;;4986;;100,7;98,5;75;;165,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;13;NEO 46S25 SE;;5103;;103,1;100,8;76;;170,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;14;STINE 45EB52 STS;;5154;;104,1;101,8;84;;193
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;32;NORD4624E;;5151;;104;101,7;87;;190
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;28;BIOCERES 4.52;;5238;a;105,8;103,5;82;;183,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;15;STINE 46EA23;;5249;a;106;103,7;83;;199,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;33;NORD4824SE;;5540;+;111,9;109,4;79;;192,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;8;IS 46.2 RR1 STS;;4429;;89,4;87,5;82;;193,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L2;27/12/2024;2/1/2025;3/6/2025;31;NORD5224SE;;4223;a;103,4;101,6;78;;177
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;22;BRV4524SE;;5063;;102,3;100;77;;178,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;4;DM 46R18 STS;;4743;;95,8;93,7;78;;182,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;27;48MS01 E;;4559;;92,1;90;81;;184,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;3;DM 47E23 SE;;4617;;93,2;91,2;83;;175,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;23;BRV4824SE;;5240;a;105,8;103,5;90;;172
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;25;46MS01 STS;;4959;;100,1;97,9;81;;175,6666667
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;12;NEO 46S22 SE;;4722;;95,4;93,3;82;;160,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;10;NEO 47S25 SE;;4746;;95,8;93,7;85;;175,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;11;NEO 45S22 RR STS;;4749;;95,9;93,8;83;;175,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;29;E 4.53 STS SE;;4766;;96,3;94,1;78;;181,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;21;P48A07SE;;4865;;98,2;96,1;74;;168
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;1;CZ 4622E;;4828;;97,5;95,4;84;;172,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;31;NORD5224SE;;4857;;98,1;95,9;82;;183,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;17;STINE 48EC53;;4942;;99,8;97,6;76;;188
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;20;P46A03SE;;4864;;98,2;96,1;84;;165,3333333
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;18;NS 4642 STS;;4927;;99,5;97,3;74;;176
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;2;CZ 4625 STS;;4802;;97;94,9;78;;189
2024/25;IVL;II;4;OLIVEROS;25OLI4L1;5/12/2024;12/12/2024;13/5/2025;30;BIOCERES 4.82;;4877;;98,5;96,3;78;;171,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;18;NS 4642 STS;;2248;;76,1;71,2;52;;168,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;31;NORD5224SE;;2186;;74;69,2;53;;175,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;5;DM 49R26;;5388;+;114,5;113;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;13;NEO 46S25 SE;;5104;a;108,4;107,1;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;28;BIOCERES 4.52;;4911;a;104,3;103;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;17;STINE 48EC53;;4963;a;105,4;104,1;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;15;STINE 46EA23;;4944;a;105;103,7;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;10;NEO 47S25 SE;;4929;a;104,7;103,4;;;
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;4;DM 46R18 STS;;2380;;80,5;75,3;49;;171
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;10;NEO 47S25 SE;;2832;;95,8;89,7;56;;157,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;32;NORD4624E;;4891;a;103,9;102,6;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;33;NORD4824SE;;4988;a;106;104,6;;;
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;5;DM 49R26;;2589;;87,6;82;54;;157,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;30;BIOCERES 4.82;;2630;;89;83,3;56;;160,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;9;IS 48.2 E3;;2631;;89;83,3;54;;144,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;16;STINE 47EA32;;2632;;89,1;83,3;50;;170,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;27;48MS01 E;;2650;;89,7;83,9;52;;167,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;25;46MS01 STS;;2684;;90,8;85;51;;167
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;22;BRV4524SE;;2857;;96,7;90,5;51;;162
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;6;DM46E25 SE;;2919;;98,8;92,4;58;;155
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;21;P48A07SE;;2920;;98,8;92,4;52;;151,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;24;47x24 E STS NK;;2933;;99,3;92,9;54;;164,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;9;IS 48.2 E3;;4877;;103,6;102,3;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;8;IS 46.2 RR1 STS;;4479;;95,2;94;;;
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;13;NEO 46S25 SE;;2660;;90;84,2;52;;164
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;27;48MS01 E;;4657;;98,9;97,7;;;
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;8;IS 46.2 RR1 STS;;2956;;100;93,6;54;;176,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;18;NS 4642 STS;;4271;;90,7;89,6;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;2;CZ 4625 STS;;4323;;91,8;90,7;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;4;DM 46R18 STS;;4390;;93,3;92,1;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;25;46MS01 STS;;4419;;93,9;92,7;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;1;CZ 4622E;;4439;;94,3;93,1;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;22;BRV4524SE;;4465;;94,8;93,7;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;30;BIOCERES 4.82;;4470;;95;93,8;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;31;NORD5224SE;;4480;;95,2;94;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;21;P48A07SE;;4552;;96,7;95,5;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;12;NEO 46S22 SE;;4541;;96,5;95,3;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;29;E 4.53 STS SE;;4621;;98,2;96,9;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;6;DM46E25 SE;;4854;;103,1;101,8;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;11;NEO 45S22 RR STS;;4681;;99,4;98,2;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;7;DM46R25;;4708;;100;98,8;;;
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;14;STINE 45EB52 STS;;4259;;100,3;99,5;77;;182,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;14;STINE 45EB52 STS;;4726;;100,4;99,2;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;16;STINE 47EA32;;4739;;100,7;99,4;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;24;47x24 E STS NK;;4755;;101;99,8;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;26;47MS01 STS;T;4767;;101,3;100;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;20;P46A03SE;;4796;;101,9;100,6;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;3;DM 47E23 SE;;4800;;102;100,7;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;19;4634 E STS NS;;4821;;102,4;101,1;;;
2024/25;IVL;II;4;PERGAMINO;25PER4LA;15/11/2024;;;23;BRV4824SE;;4593;;97,6;96,4;;;
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;24;47x24 E STS NK;;4496;;105,8;105;77;;165
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;17;STINE 48EC53;;3971;;93,5;92,7;76;;161
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;31;NORD5224SE;;4066;;95,7;95;82;;169
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;18;NS 4642 STS;;4088;;96,2;95,5;69;;172,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;1;CZ 4622E;;4124;;97,1;96,3;83;;156,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;30;BIOCERES 4.82;;4145;;97,6;96,8;77;;163,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;33;NORD4824SE;;5846;+;137,6;136,5;79;;178
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;16;STINE 47EA32;;4187;;98,5;97,8;68;;167
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;7;DM46R25;;2972;;100,6;94,1;55;;159,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;26;47MS01 STS;T;4281;;100,8;100;76;;181,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;7;DM46R25;;3967;;93,4;92,7;75;;181,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;8;IS 46.2 RR1 STS;;4379;;103,1;102,3;80;;193
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;6;DM46E25 SE;;4171;;98,2;97,4;82;;168
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;12;NEO 46S22 SE;;4498;;105,9;105,1;89;;143
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;5;DM 49R26;;4546;;107;106,2;95;;157,5
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;11;NEO 45S22 RR STS;;4578;;107,7;106,9;77;;169,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;29;E 4.53 STS SE;;4589;;108;107,2;82;;188,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;23;BRV4824SE;;4632;;109;108,2;84;;152,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;22;BRV4524SE;;4698;;110,6;109,7;79;;175,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;9;IS 48.2 E3;;4712;;110,9;110,1;77;;156,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;10;NEO 47S25 SE;;4841;;113,9;113,1;83;;171
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;13;NEO 46S25 SE;;4991;;117,5;116,6;80;;161,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;32;NORD4624E;;4241;;99,8;99,1;84;;182
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;15;STINE 46EA23;;4321;;101,7;100,9;80;;178,3333333
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;26;47MS01 STS;T;3158;a;106,9;100;58;;169
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;15;STINE 46EA23;;2983;;100,9;94,4;54;;169
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;2;CZ 4625 STS;;2999;;101,5;94,9;55;;174,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;1;CZ 4622E;;3029;;102,5;95,9;59;;150,6666667
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;19;4634 E STS NS;;4252;;100,1;99,3;79;;157
2024/25;IVL;II;4;PERGAMINO;25PER4L2I;18/12/2024;28/12/2024;23/5/2025;17;STINE 48EC53;;3064;;103,7;97;55;;166
2024/25;IVL;II;4;PERGAMINO;25PER4L1I;8/11/2024;16/11/2024;22/4/2025;3;DM 47E23 SE;;3917;;92,2;91,5;79;;164,3333333
